Title,Year,Duration,Rated,IMDB Rating,Number of Ratings,action,adventure,animation,art,biography,comedy,crime,dark comedy,documentary,drama,epic,family,fantasy,fiction,history,historical drama,horror,music,musical,mystery,noir,romance,romantic comedy,science fiction,sport,thriller,war,western,dark_comedy,historical_drama,romantic_comedy,science_fiction
The Three Musketeers,2011,1h 50m,PG,5.7,113K,0.85,0.9,0.0,0.1,0.05,0.6,0.15,0.0,0.0,0.7,0.5,0.75,0.2,0.95,0.8,0.0,0.0,0.1,0.05,0.3,0.0,0.25,0.0,0.0,0.0,0.4,0.05,0.0,0.2,0.85,0.15,0.0
Outbreak,1995,2h 7m,R,6.6,140K,0.6,0.1,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.7,0.15,0.05,0.0,0.95,0.0,0.0,0.3,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.4
War for the Planet of the Apes,2017,2h 20m,PG,7.4,309K,0.95,0.92,0.0,0.1,0.0,0.01,0.0,0.0,0.0,0.85,0.7,0.2,0.0,0.99,0.0,0.0,0.15,0.1,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.75,0.2,0.0,0.0,0.0,0.0,0.98
Monsters University,2013,1h 44m,G,7.2,401K,0.01,0.2,0.95,0.1,0.0,0.8,0.0,0.65,0.0,0.4,0.05,0.9,0.15,0.95,0.0,0.0,0.05,0.15,0.2,0.1,0.0,0.05,0.15,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
The Christmas Chronicles: Part Two,2020,1h 52m,PG,6.0,36K,0.2,0.75,0.0,0.05,0.0,0.6,0.0,0.1,0.0,0.25,0.05,0.95,0.4,1.0,0.0,0.0,0.0,0.1,0.05,0.0,0.0,0.15,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.2,0.0
Endless Love,1981,1h 56m,R,4.9,,0.05,0.01,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.95,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
It Comes at Night,2017,1h 31m,R,6.1,106K,0.05,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.95,0.1,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Space Jam,1996,1h 28m,PG,6.5,219K,0.6,0.4,0.95,0.1,0.05,0.8,0.0,0.2,0.0,0.2,0.15,0.9,0.7,1.0,0.0,0.0,0.0,0.4,0.6,0.1,0.0,0.05,0.1,0.85,0.75,0.15,0.0,0.0,0.0,0.0,0.0,0.0
Anchorman 2: The Legend Continues,2013,1h 59m,PG,6.3,195K,0.1,0.05,0.0,0.02,0.15,0.9,0.05,0.85,0.0,0.2,0.01,0.25,0.02,0.98,0.1,0.1,0.01,0.15,0.1,0.05,0.02,0.1,0.4,0.01,0.05,0.05,0.01,0.0,0.0,0.0,0.0,0.0
Rio Lobo,1970,1h 54m,R,6.7,14K,0.7,0.65,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.5,0.15,0.4,0.0,0.95,0.1,0.15,0.0,0.1,0.0,0.05,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.98,0.0,0.0,0.0,0.0
The Girl Who Escaped: The Kara Robinson Story,2023,1h 28m,G,6.2,,0.0,0.0,0.0,0.01,0.95,0.0,0.05,0.0,0.9,0.85,0.0,0.05,0.0,0.0,0.7,0.75,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
The Pledge,2001,2h 4m,R,6.7,70K,0.2,0.05,0.0,0.15,0.0,0.05,0.6,0.0,0.0,0.85,0.0,0.0,0.0,1.0,0.2,0.0,0.0,0.0,0.0,0.7,0.05,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.2,0.0,0.0
Secondhand Lions,2003,1h 49m,PG,7.5,63K,0.1,0.05,0.0,0.2,0.7,0.15,0.0,0.0,0.0,0.9,0.05,0.1,0.0,1.0,0.75,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.05,0.0,0.0,0.15,0.85,0.0,0.0
Parker,2013,1h 58m,R,6.2,131K,0.85,0.05,0.0,0.1,0.1,0.0,0.95,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9,0.2,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.1,0.0,0.0
I'm Thinking of Ending Things,2020,2h 14m,R,6.5,103K,0.0,0.0,0.0,0.75,0.0,0.05,0.0,0.0,0.0,0.95,0.0,0.0,0.1,1.0,0.0,0.0,0.15,0.05,0.0,0.8,0.0,0.2,0.0,0.0,0.0,0.5,0.0,0.0,0.1,0.0,0.0,0.0
Mike and Dave Need Wedding Dates,2016,1h 38m,R,6.0,97K,0.01,0.01,0.0,0.01,0.0,0.95,0.01,0.8,0.0,0.15,0.01,0.1,0.01,1.0,0.01,0.0,0.01,0.05,0.01,0.01,0.01,0.1,0.9,0.01,0.01,0.05,0.01,0.01,0.0,0.0,0.0,0.0
Outlaw King,2018,2h 1m,R,6.9,83K,0.85,0.7,0.0,0.1,0.95,0.15,0.2,0.0,0.0,0.9,0.6,0.1,0.0,0.98,0.95,0.0,0.0,0.15,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.25,0.3,0.2,0.05,0.98,0.0,0.0
Stripes,1981,1h 46m,R,6.8,82K,0.85,0.6,0.0,0.1,0.05,0.9,0.1,0.8,0.0,0.65,0.05,0.7,0.05,1.0,0.15,0.1,0.0,0.15,0.1,0.1,0.0,0.05,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0
Joy,2015,2h 4m,PG,6.6,148K,0.01,0.0,0.0,0.0,0.95,0.2,0.0,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.65,0.0,0.0
Silkwood,1983,2h 11m,R,7.1,23K,0.05,0.0,0.0,0.1,0.85,0.0,0.1,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.7,0.8,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Days of Thunder,1990,1h 47m,PG,6.1,98K,0.85,0.1,0.0,0.05,0.0,0.6,0.0,0.0,0.0,0.7,0.15,0.2,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.25,0.0,0.0,0.95,0.1,0.0,0.0,0.2,0.0,0.3,0.0
Ava,2020,1h 36m,R,5.5,65K,0.7,0.0,0.0,0.1,0.2,0.05,0.85,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.15,0.0,0.0,0.0,0.75,0.15,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Hackers,1995,1h 45m,PG,6.2,77K,0.7,0.1,0.0,0.2,0.05,0.4,0.6,0.3,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.4,0.1,0.0,0.0,0.2,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0
Cinderella Man,2005,2h 24m,PG,8.0,201K,0.2,0.05,0.0,0.1,0.95,0.05,0.0,0.0,0.0,0.9,0.15,0.2,0.0,0.98,0.85,0.0,0.0,0.1,0.0,0.0,0.0,0.25,0.0,0.0,0.98,0.05,0.0,0.0,0.0,0.9,0.0,0.0
Stepmom,1998,2h 5m,PG,6.8,76K,0.01,0.0,0.0,0.05,0.0,0.2,0.0,0.1,0.0,0.85,0.0,0.6,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.3,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.15,0.0
Love Hurts,2025,,,,,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Twins,1988,1h 47m,PG,6.2,140K,0.1,0.1,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.2,0.0,0.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.2,0.0
Mortal Kombat,1995,1h 41m,PG,5.8,126K,0.95,0.7,0.0,0.05,0.0,0.2,0.0,0.0,0.0,0.4,0.25,0.4,0.8,1.0,0.0,0.0,0.1,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.15,0.0,0.0,0.75
Superman II,1980,2h 7m,PG,6.8,117K,0.95,0.9,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.2,0.7,0.8,0.25,1.0,0.0,0.0,0.0,0.15,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.05,0.0,0.0,0.98
2073,2073,1h 25m,R,5.6,123,0.1,0.05,0.0,0.05,0.0,0.0,0.15,0.0,0.0,0.2,0.0,0.0,0.0,0.95,0.1,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.1,0.0,0.8
Charlie's Angels: Full Throttle,2003,1h 46m,PG,4.9,135K,0.95,0.85,0.0,0.05,0.0,0.7,0.0,0.65,0.0,0.1,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.15,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.15,0.0
"tick, tick... BOOM!",2021,1h 55m,PG,7.5,122K,0.01,0.01,0.0,0.05,0.95,0.15,0.01,0.1,0.0,0.98,0.01,0.0,0.01,1.0,0.01,0.02,0.01,0.9,0.75,0.05,0.01,0.02,0.0,0.0,0.0,0.05,0.01,0.0,0.0,0.0,0.0,0.0
Fast Charlie,2023,1h 30m,R,6.0,25K,0.8,0.65,0.0,0.05,0.1,0.2,0.75,0.15,0.0,0.5,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.6,0.1,0.15,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
Wishmaster,1997,1h 30m,R,5.8,27K,0.2,0.15,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.25,0.0,0.1,0.8,0.95,0.0,0.0,0.7,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.15,0.0,0.0,0.05
King Kong,1976,2h 14m,PG,6.0,36K,0.95,0.98,0.0,0.7,0.0,0.05,0.0,0.0,0.0,0.8,0.9,0.2,0.75,1.0,0.0,0.0,0.3,0.15,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.4
Fright Night,2011,1h 46m,R,6.4,116K,0.1,0.05,0.0,0.05,0.0,0.2,0.05,0.0,0.0,0.3,0.0,0.1,0.0,1.0,0.0,0.0,0.8,0.1,0.0,0.2,0.0,0.05,0.0,0.0,0.0,0.7,0.0,0.0,0.25,0.0,0.0,0.0
Alien vs. Predator,2004,1h 41m,PG,5.7,220K,0.95,0.7,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,1.0,0.0,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.98
My Penguin Friend,2024,1h 37m,PG,6.7,,0.01,0.1,0.95,0.1,0.0,0.2,0.0,0.05,0.0,0.15,0.0,0.9,0.05,0.95,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sharper,2023,1h 56m,R,6.7,33K,0.1,0.05,0.0,0.15,0.0,0.3,0.7,0.4,0.0,0.65,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.5,0.2,0.25,0.2,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0
Maid in Manhattan,2002,1h 45m,PG,5.4,98K,0.0,0.0,0.0,0.01,0.0,0.95,0.0,0.1,0.0,0.15,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.05,0.1,0.0,0.0,0.9,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cliffhanger,1993,1h 53m,R,6.5,142K,0.95,0.9,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.1,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
What You Wish For,2023,1h 41m,R,6.7,,0.05,0.1,0.0,0.05,0.0,0.2,0.0,0.15,0.0,0.4,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.05,0.0
Gone in the Night,2022,1h 30m,G,4.9,,0.1,0.05,0.0,0.05,0.0,0.0,0.3,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.2,0.0,0.0,0.0,0.0,0.4,0.2,0.15,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.2,0.0,0.0
Hot Tub Time Machine,2010,1h 39m,R,6.4,189K,0.1,0.2,0.0,0.05,0.0,0.85,0.0,0.7,0.0,0.25,0.0,0.6,0.3,1.0,0.0,0.0,0.05,0.1,0.15,0.15,0.0,0.2,0.75,0.5,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Robin Hood,1973,1h 23m,R,7.5,142K,0.85,0.9,0.0,0.1,0.2,0.4,0.15,0.3,0.0,0.7,0.5,0.75,0.6,0.95,0.7,0.8,0.0,0.25,0.15,0.1,0.0,0.2,0.1,0.0,0.0,0.1,0.1,0.05,0.0,0.0,0.0,0.0
The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,1h 53m,PG,6.3,169K,0.7,0.95,0.0,0.15,0.0,0.1,0.0,0.0,0.0,0.6,0.8,0.9,0.98,0.95,0.1,0.0,0.0,0.1,0.05,0.2,0.0,0.05,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.05,0.0,0.0
Elvira: Mistress of the Dark,1988,1h 36m,PG,6.6,22K,0.2,0.15,0.0,0.1,0.0,0.75,0.05,0.85,0.0,0.1,0.0,0.05,0.6,1.0,0.0,0.0,0.7,0.15,0.1,0.4,0.05,0.05,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.1,0.25
The Boy Next Door,2015,1h 31m,R,4.7,47K,0.1,0.0,0.0,0.05,0.0,0.2,0.15,0.15,0.0,0.6,0.0,0.05,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.25,0.0,0.55,0.3,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0
The New Mutants,2020,1h 34m,PG,5.3,94K,0.1,0.2,0.0,0.15,0.0,0.05,0.0,0.0,0.0,0.6,0.0,0.1,0.3,1.0,0.0,0.0,0.85,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.7
Ted 2,2015,1h 55m,R,6.3,241K,0.1,0.15,0.85,0.05,0.0,0.95,0.0,0.7,0.0,0.2,0.0,0.75,0.2,1.0,0.0,0.0,0.0,0.1,0.05,0.0,0.0,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rio,2011,1h 36m,R,6.9,255K,0.1,0.7,0.95,0.15,0.05,0.6,0.0,0.2,0.0,0.3,0.05,0.9,0.2,0.95,0.05,0.0,0.0,0.5,0.65,0.1,0.0,0.4,0.35,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Parenthood,1989,2h 4m,PG,7.1,56K,0.05,0.01,0.0,0.05,0.05,0.2,0.01,0.0,0.0,0.85,0.02,0.95,0.0,1.0,0.01,0.0,0.0,0.02,0.01,0.02,0.0,0.15,0.0,0.0,0.01,0.02,0.0,0.0,0.08,0.02,0.1,0.0
Hell House LLC,2015,1h 33m,R,6.4,29K,0.05,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.05,1.0,0.0,0.0,0.9,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Into the Woods,2014,2h 5m,PG,5.9,150K,0.1,0.6,0.0,0.3,0.0,0.7,0.0,0.65,0.0,0.85,0.2,0.4,0.95,1.0,0.15,0.0,0.2,0.9,0.98,0.25,0.0,0.5,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.05,0.45,0.0
How to Train Your Dragon: The Hidden World,2019,1h 44m,PG,7.4,157K,0.85,0.95,1.0,0.7,0.0,0.6,0.0,0.1,0.0,0.8,0.5,0.98,0.9,1.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Let Me In,2010,1h 56m,R,7.1,129K,0.05,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0,0.0,0.0,0.95,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
"Blood In, Blood Out",1993,3h,R,7.9,35K,0.85,0.05,0.0,0.05,0.1,0.0,0.95,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.15,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.2,0.0,0.0
Last Seen Alive,2022,1h 35m,R,5.7,32K,0.2,0.05,0.0,0.05,0.1,0.0,0.3,0.0,0.0,0.8,0.0,0.0,0.0,0.95,0.05,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.1,0.0,0.0
Sister Act,1992,1h 40m,PG,6.5,111K,0.05,0.05,0.0,0.1,0.0,0.85,0.0,0.1,0.0,0.6,0.0,0.7,0.0,1.0,0.0,0.0,0.0,0.9,0.95,0.0,0.0,0.2,0.6,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
The Pacifier,2005,1h 35m,PG,5.6,103K,0.75,0.4,0.0,0.05,0.0,0.3,0.0,0.1,0.0,0.2,0.0,0.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.05,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
Walk the Line,2005,2h 16m,PG,7.8,270K,0.1,0.05,0.0,0.15,0.95,0.1,0.05,0.05,0.0,0.9,0.05,0.15,0.0,1.0,0.8,0.9,0.0,0.9,0.8,0.05,0.0,0.2,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
High Plains Drifter,1973,1h 45m,R,7.4,66K,0.95,0.7,0.0,0.2,0.05,0.1,0.4,0.0,0.0,0.85,0.15,0.0,0.0,0.95,0.1,0.0,0.1,0.15,0.0,0.6,0.25,0.05,0.0,0.0,0.0,0.75,0.0,0.98,0.05,0.15,0.0,0.0
I Spit on Your Grave,1978,1h 41m,G,5.6,32K,0.15,0.0,0.0,0.05,0.0,0.0,0.2,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.9,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Kung Fu Panda 3,2016,1h 35m,PG,7.1,197K,0.85,0.92,1.0,0.5,0.0,0.8,0.0,0.0,0.0,0.7,0.6,0.98,0.85,1.0,0.05,0.0,0.0,0.75,0.3,0.1,0.0,0.15,0.0,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.05,0.0
Leviathan,1989,1h 38m,R,5.8,25K,0.05,0.0,0.0,0.1,0.0,0.0,0.05,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.05,0.1,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Crimson Tide,1995,1h 56m,R,7.3,126K,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.1,0.0,0.0
Den of Thieves 2: Pantera,2025,2h,,,,0.95,0.1,0.0,0.05,0.0,0.0,0.9,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
Babes,2024,1h 44m,R,6.3,,0.05,0.1,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.2,0.0,0.4,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.25,0.0
Going the Distance,2004,1h 33m,G,5.5,4K,0.05,0.1,0.0,0.05,0.0,0.75,0.0,0.2,0.0,0.65,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0
Over the Hedge,2006,1h 23m,PG,6.7,193K,0.1,0.65,0.95,0.2,0.0,0.85,0.0,0.3,0.0,0.25,0.05,0.9,0.4,1.0,0.05,0.0,0.05,0.2,0.15,0.1,0.0,0.1,0.2,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Time Trap,2017,1h 27m,R,6.2,46K,0.2,0.3,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.4,0.0,0.15,0.25,0.95,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.05,0.0,0.0,0.7
Fear Street: Part One - 1994,1994,1h 47m,R,6.2,99K,0.2,0.3,0.0,0.1,0.05,0.15,0.25,0.1,0.0,0.4,0.0,0.1,0.15,1.0,0.35,0.3,0.9,0.1,0.0,0.7,0.0,0.05,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
Body of Lies,2008,2h 8m,R,7.0,243K,0.75,0.05,0.0,0.05,0.0,0.0,0.9,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0
The A-Team,2010,1h 57m,PG,6.7,271K,0.95,0.7,0.0,0.05,0.0,0.8,0.6,0.75,0.0,0.2,0.1,0.5,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.1,0.0
In the Heights,2021,2h 23m,PG,7.3,53K,0.05,0.05,0.0,0.2,0.1,0.6,0.0,0.15,0.0,0.7,0.0,0.2,0.0,1.0,0.1,0.1,0.0,0.95,0.95,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
My Dinner with Andre,1981,1h 50m,PG,7.7,27K,0.0,0.0,0.0,0.85,0.05,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hustle,2022,1h 57m,R,7.3,150K,0.75,0.5,0.0,0.05,0.6,0.65,0.2,0.4,0.0,0.8,0.1,0.4,0.0,1.0,0.3,0.6,0.0,0.15,0.0,0.1,0.0,0.25,0.3,0.0,0.95,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Bully,2001,1h 48m,R,6.9,41K,0.05,0.0,0.0,0.0,0.0,0.1,0.0,0.05,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blood Simple,1984,1h 39m,R,7.5,108K,0.1,0.0,0.0,0.3,0.0,0.15,0.95,0.8,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.05,0.0,0.9,0.7,0.0,0.0,0.0,0.0,0.9,0.0,0.05,0.0,0.0,0.0,0.0
Ant-Man and the Wasp,2018,1h 58m,PG,7.0,462K,0.9,0.85,0.0,0.05,0.0,0.6,0.0,0.0,0.0,0.3,0.0,0.7,0.2,1.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.4,0.0,0.0,0.95
A Bridge Too Far,1977,2h 55m,PG,7.4,63K,0.85,0.7,0.0,0.05,0.1,0.0,0.0,0.0,0.0,0.8,0.9,0.0,0.0,0.95,0.95,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.98,0.0,0.0,0.9,0.0,0.0
Things Will Be Different,2024,1h 42m,R,5.2,,0.05,0.0,0.0,0.1,0.3,0.2,0.0,0.15,0.0,0.9,0.0,0.0,0.0,1.0,0.3,0.3,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
The Judge,2014,2h 21m,R,7.4,211K,0.1,0.05,0.0,0.05,0.2,0.15,0.3,0.1,0.0,0.85,0.0,0.05,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.25,0.0,0.05,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Lars and the Real Girl,2007,1h 46m,R,7.3,159K,0.0,0.0,0.0,0.65,0.0,0.7,0.0,0.0,0.0,0.9,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.05,0.0,0.0,0.75,0.0,0.15,0.0
Mr. Deeds,2002,1h 36m,PG,5.8,156K,0.05,0.0,0.0,0.1,0.0,0.9,0.0,0.15,0.0,0.7,0.0,0.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0
The Sense of an Ending,2017,1h 48m,PG,6.4,,0.01,0.0,0.0,0.15,0.2,0.05,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.98,0.1,0.0,0.0,0.02,0.0,0.3,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.0,0.02,0.12,0.0,0.0
Maze Runner: The Scorch Trials,2015,2h 11m,R,6.3,286K,0.95,0.92,0.0,0.05,0.0,0.02,0.0,0.0,0.0,0.8,0.1,0.15,0.2,1.0,0.0,0.0,0.1,0.05,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.98
Malice,1993,1h 47m,R,6.5,29K,0.05,0.0,0.0,0.05,0.0,0.0,0.8,0.0,0.0,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0
Ghostbusters II,1989,1h 48m,G,6.6,230K,0.7,0.65,0.0,0.05,0.0,0.8,0.0,0.6,0.0,0.1,0.0,0.75,0.4,1.0,0.0,0.0,0.1,0.15,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.85
